start,steps_to_1,maximum
5407,67,82132
5408,54,5408
5409,116,16228
5410,41,8116
5411,41,24352
5412,41,6856
5413,41,16240
5414,41,12184
5415,41,41128
5416,54,5416
5417,67,61720
5418,54,8128
5419,41,24388
5420,116,9232
5421,116,16264
5422,116,18304
5423,67,54916
5424,54,5424
5425,160,16276
5426,160,9232
5427,160,24424
5428,54,5428
5429,54,16288
5430,98,223072
5431,98,223072
5432,67,5812
5433,160,39184
5434,67,8152
5435,116,27520
5436,67,13768
5437,67,16312
5438,67,69712
5439,67,123928
5440,15,5440
5441,54,16324
5442,67,8728
5443,67,24496
5444,54,13120
5445,54,16336
5446,54,13120
5447,98,176740
5448,67,39364
5449,160,44224
5450,67,39364
5451,54,24532
5452,67,39364
5453,67,39364
5454,129,95956
5455,129,95956
5456,15,5456
5457,67,118096
5458,160,1276936
5459,160,1276936
5460,15,5460
5461,15,16384
5462,116,12292
5463,116,36880
5464,41,5464
5465,160,18448
5466,41,8200
5467,116,41524
5468,41,9232
5469,41,16408
5470,160,27700
5471,160,83104
5472,129,9232
5473,160,20788
5474,41,8212
5475,41,24640
5476,41,5476
5477,41,16432
5478,41,12328
5479,191,399976
5480,129,9232
5481,41,41632
5482,129,9232
5483,116,24676
5484,116,10420
5485,116,16456
5486,116,18520
5487,54,62512
5488,129,9232
5489,129,16468
5490,41,9268
5491,41,24712
5492,129,9232
5493,129,16480
5494,67,13912
5495,67,37096
5496,41,6964
5497,98,70468
5498,41,8248
5499,67,27844
5500,41,20896
5501,41,20896
5502,173,225988
5503,173,225988
5504,36,5504
5505,191,190996
5506,129,9232
5507,129,24784
5508,160,9232
5509,160,16528
5510,160,12400
5511,129,37204
5512,129,9232
5513,98,31408
5514,129,9232
5515,160,24820
5516,129,9232
5517,129,16552
5518,160,18628
5519,160,55888
5520,129,9232
5521,129,16564
5522,129,13984
5523,129,24856
5524,129,9232
5525,129,16576
5526,41,12436
5527,41,37312
5528,129,9232
5529,41,18664
5530,129,9232
5531,41,63016
5532,98,95956
5533,98,95956
5534,98,95956
5535,129,359152
5536,36,5536
5537,67,16612
5538,67,8308
5539,67,24928
5540,67,10528
5541,67,16624
5542,67,12472
5543,204,250504
5544,36,5544
5545,54,94768
5546,36,8320
5547,54,24964
5548,67,6244
5549,67,16648
5550,67,18736
5551,67,56212
5552,129,9232
5553,129,16660
5554,129,9376
5555,129,25000
5556,129,9232
5557,129,16672
5558,160,26728
5559,160,37528
5560,129,9232
5561,129,18772
5562,129,9232
5563,116,28168
5564,116,15856
5565,116,16696
5566,116,42280
5567,235,481624
5568,36,5568
5569,129,16708
5570,67,23812
5571,67,25072
5572,36,5572
5573,36,16720
5574,36,12544
5575,67,37636
5576,129,9232
5577,41,28240
5578,129,9232
5579,41,25108
5580,129,9232
5581,129,16744
5582,67,80512
5583,67,80512
5584,36,5584
5585,129,16756
5586,111,21220
5587,111,25144
5588,36,5588
5589,36,16768
5590,67,15928
5591,67,37744
5592,67,5592
5593,67,18880
5594,67,8392
5595,129,42496
5596,67,9448
5597,67,16792
5598,67,71764
5599,67,85048
5600,85,9232
5601,67,31912
5602,36,8404
5603,36,25216
5604,98,45520
5605,98,45520
5606,98,45520
5607,67,63880
5608,85,9232
5609,111,345544
5610,85,9232
5611,160,182068
5612,129,9232
5613,129,16840
5614,129,18952
5615,67,95956
5616,85,9232
5617,85,16852
5618,160,21688
5619,160,25288
5620,85,9232
5621,85,16864
5622,59,40552
5623,59,40552
5624,173,250504
5625,160,21688
5626,173,250504
5627,59,32056
5628,173,250504
5629,173,250504
5630,160,144340
5631,160,433024
5632,23,5632
5633,59,16900
5634,85,9232
5635,85,25360
5636,85,9232
5637,85,16912
5638,85,12688
5639,85,38068
5640,36,5640
5641,41,28564
5642,36,8464
5643,85,25396
5644,36,6352
5645,36,16936
5646,59,19060
5647,59,57184
5648,129,9232
5649,36,16948
5650,85,14308
5651,85,25432
5652,129,9232
5653,129,16960
5654,111,39364
5655,111,39364
5656,129,9232
5657,111,39364
5658,129,9232
5659,67,96712
5660,36,9556
5661,36,16984
5662,36,28672
5663,85,86020
5664,36,5664
5665,129,16996
5666,129,9232
5667,129,25504
5668,80,8080
5669,80,17008
5670,80,12760
5671,80,43072
5672,36,5672
5673,204,6810136
5674,36,8512
5675,129,25540
5676,129,9232
5677,129,17032
5678,129,19168
5679,160,163780
5680,36,5680
5681,80,17044
5682,80,12148
5683,80,25576
5684,36,5684
5685,36,17056
5686,173,138400
5687,173,138400
5688,67,5688
5689,129,19204
5690,67,8536
5691,173,28816
5692,67,14416
5693,67,17080
5694,173,43252
5695,173,129760
5696,36,5696
5697,67,17092
5698,67,8548
5699,67,25648
5700,28,5700
5701,28,17104
5702,28,12832
5703,54,38500
5704,28,5704
5705,80,61720
5706,28,8560
5707,28,25684
5708,28,6424
5709,28,17128
5710,129,21688
5711,129,57832
5712,36,5712
5713,173,17140
5714,173,32560
5715,173,32560
5716,36,5716
5717,36,17152
5718,80,12868
5719,80,38608
5720,28,5720
5721,80,19312
5722,28,8584
5723,173,48904
5724,28,9664
5725,28,17176
5726,80,28996
5727,80,86992
5728,36,5728
5729,28,21760
5730,28,8596
5731,28,25792
5732,28,5732
5733,28,17200
5734,28,12904
5735,173,98008
5736,36,5736
5737,111,176740
5738,36,8608
5739,173,44224
5740,80,39364
5741,80,39364
5742,80,39364
5743,80,65428
5744,54,9232
5745,36,17236
5746,173,1276936
5747,173,1276936
5748,54,9232
5749,54,17248
5750,54,14560
5751,54,38824
5752,54,9232
5753,129,32776
5754,54,9232
5755,54,29140
5756,129,41524
5757,129,41524
5758,129,65608
5759,111,897856
5760,23,5760
5761,173,83104
5762,36,8644
5763,36,25936
5764,142,9232
5765,142,17296
5766,142,12976
5767,54,38932
5768,49,5768
5769,173,49300
5770,49,8656
5771,142,25972
5772,49,6496
5773,49,17320
5774,129,24676
5775,129,58480
5776,49,5776
5777,142,17332
5778,142,14632
5779,142,26008
5780,49,5780
5781,49,17344
5782,49,13012
5783,49,39040
5784,49,5784
5785,80,19528
5786,49,8680
5787,80,74176
5788,54,10996
5789,54,17368
5790,54,29320
5791,111,250504
5792,23,5792
5793,54,20896
5794,142,9232
5795,142,26080
5796,142,24784
5797,142,24784
5798,142,24784
5799,204,190996
5800,23,5800
5801,80,223072
5802,23,8704
5803,173,26116
5804,142,9232
5805,142,17416
5806,142,19600
5807,111,58804
5808,49,5808
5809,49,17428
5810,49,9808
5811,49,26152
5812,49,5812
5813,49,17440
5814,142,22084
5815,142,39256
5816,49,5816
5817,142,19636
5818,49,8728
5819,142,29464
5820,142,14740
5821,142,17464
5822,142,44224
5823,142,132676
5824,98,9232
5825,49,17476
5826,111,95956
5827,111,95956
5828,36,5828
5829,36,17488
5830,36,13120
5831,49,39364
5832,36,5832
5833,80,29536
5834,36,8752
5835,80,26260
5836,36,6568
5837,36,17512
5838,217,250504
5839,217,250504
5840,98,9232
5841,80,17524
5842,80,22192
5843,80,26296
5844,98,9232
5845,98,17536
5846,142,13156
5847,142,39472
5848,142,9232
5849,142,19744
5850,142,9232
5851,142,44440
5852,142,9880
5853,142,17560
5854,173,33352
5855,173,88936
5856,98,9232
5857,142,50056
5858,98,9232
5859,98,26368
5860,36,5860
5861,36,17584
5862,36,13192
5863,129,84544
5864,98,9232
5865,103,67768
5866,98,9232
5867,80,33424
5868,142,9232
5869,142,17608
5870,142,19816
5871,80,150496
5872,49,5872
5873,98,17620
5874,54,25108
5875,54,26440
5876,49,5876
5877,49,17632
5878,80,80512
5879,80,80512
5880,49,11176
5881,49,22336
5882,49,11176
5883,142,50272
5884,173,190996
5885,173,190996
5886,173,190996
5887,124,381976
5888,23,5888
5889,98,17668
5890,80,9448
5891,80,26512
5892,98,9232
5893,98,17680
5894,98,13264
5895,80,39796
5896,142,9232
5897,80,85048
5898,142,9232
5899,49,26548
5900,142,9232
5901,142,17704
5902,98,19924
5903,98,59776
5904,23,5904
5905,142,17716
5906,124,345544
5907,124,345544
5908,23,5908
5909,23,17728
5910,142,18952
5911,142,39904
5912,23,5912
5913,80,95956
5914,23,8872
5915,173,575728
5916,98,9988
5917,98,17752
5918,98,29968
5919,173,89908
5920,49,5920
5921,186,250504
5922,36,8884
5923,36,26656
5924,36,7504
5925,36,17776
5926,36,13336
5927,72,45016
5928,49,5928
5929,186,250504
5930,49,8896
5931,36,26692
5932,142,9232
5933,142,17800
5934,142,20032
5935,98,60100
5936,49,5936
5937,142,17812
5938,142,10024
5939,142,26728
5940,49,5940
5941,49,17824
5942,49,33856
5943,49,40120
5944,98,14308
5945,49,20068
5946,98,14308
5947,142,30112
5948,98,15064
5949,98,17848
5950,49,50848
5951,49,135592
5952,23,5952
5953,49,17860
5954,142,9232
5955,142,26800
5956,49,5956
5957,49,17872
5958,49,13408
5959,124,50920
5960,93,8080
5961,49,30184
5962,93,8944
5963,49,26836
5964,93,8080
5965,93,17896
5966,142,22660
5967,142,60424
5968,23,5968
5969,93,17908
5970,142,51028
5971,142,51028
5972,23,5972
5973,23,17920
5974,49,13444
5975,49,40336
5976,49,5976
5977,49,20176
5978,49,8968
5979,54,45412
5980,49,10096
5981,49,17944
5982,49,30292
5983,49,90880
5984,49,5984
5985,93,25576
5986,49,8980
5987,49,26944
5988,49,5988
5989,49,17968
5990,49,13480
5991,93,345544
5992,49,5992
5993,80,45520
5994,49,8992
5995,80,26980
5996,49,11392
5997,49,17992
5998,49,20248
5999,186,129760
6000,49,6000
6001,49,18004
6002,41,10132
6003,41,27016
6004,49,6004
6005,49,18016
6006,41,15208
6007,41,40552
6008,142,21688
6009,93,61720
6010,142,21688
6011,41,30436
6012,142,22840
6013,142,22840
6014,155,250504
6015,155,250504
6016,111,9232
6017,186,32560
6018,41,9028
6019,41,27088
6020,41,8584
6021,41,18064
6022,41,13552
6023,41,40660
6024,23,6024
6025,93,34324
6026,23,9040
6027,186,48904
6028,23,6784
6029,23,18088
6030,93,28996
6031,93,61072
6032,67,9232
6033,41,18100
6034,41,15280
6035,41,27160
6036,67,9232
6037,67,18112
6038,67,13588
6039,67,40768
6040,67,9232
6041,67,20392
6042,67,9232
6043,124,176740
6044,93,39364
6045,93,39364
6046,93,39364
6047,93,103336
6048,111,9232
6049,67,18148
6050,67,9232
6051,67,27232
6052,67,14560
6053,67,18160
6054,67,14560
6055,93,118096
6056,111,9232
6057,186,1276936
6058,111,9232
6059,142,32776
6060,142,65608
6061,142,65608
6062,142,65608
6063,142,61396
6064,62,6064
6065,23,18196
6066,23,10240
6067,23,27304
6068,62,6068
6069,62,18208
6070,155,23056
6071,155,40984
6072,62,6072
6073,62,20500
6074,62,9112
6075,62,30760
6076,155,25972
6077,155,25972
6078,155,46168
6079,67,155824
6080,111,9232
6081,62,18244
6082,155,17332
6083,155,27376
6084,111,9232
6085,111,18256
6086,111,13696
6087,155,41092
6088,36,6088
6089,62,30832
6090,36,9136
6091,36,27412
6092,36,6856
6093,36,18280
6094,62,34720
6095,62,61720
6096,111,9232
6097,36,18292
6098,124,250504
6099,124,250504
6100,111,9232
6101,111,18304
6102,155,26080
6103,155,41200
6104,155,9232
6105,111,20608
6106,155,9232
6107,155,46384
6108,155,10312
6109,155,18328
6110,93,223072
6111,93,223072
6112,49,6112
6113,155,39184
6114,111,9232
6115,111,27520
6116,62,6116
6117,62,18352
6118,62,13768
6119,62,69712
6120,49,6120
6121,173,8153620
6122,49,9184
6123,186,55888
6124,62,8728
6125,62,18376
6126,62,20680
6127,62,104704
6128,49,13120
6129,49,18388
6130,155,44224
6131,155,44224
6132,49,13120
6133,49,18400
6134,62,17476
6135,62,41416
6136,62,39364
6137,124,95956
6138,62,39364
6139,124,95956
6140,62,118096
6141,62,118096
6142,155,1276936
6143,155,1276936
6144,18,6144
6145,49,18436
6146,111,9232
6147,111,27664
6148,155,9232
6149,155,18448
6150,155,13840
6151,111,41524
6152,36,6152
6153,93,31156
6154,36,9232
6155,155,27700
6156,36,6928
6157,36,18472
6158,155,20788
6159,155,62368
6160,36,6160
6161,36,18484
6162,155,15604
6163,155,27736
6164,36,6164
6165,36,18496
6166,36,13876
6167,36,41632
6168,36,6168
6169,111,20824
6170,36,9256
6171,261,975400
6172,111,10420
6173,111,18520
6174,111,31264
6175,142,93796
6176,124,9232
6177,111,18532
6178,36,9268
6179,36,27808
6180,62,7828
6181,62,18544
6182,62,13912
6183,155,46960
6184,124,9232
6185,93,70468
6186,124,9280
6187,62,27844
6188,36,6964
6189,36,18568
6190,36,20896
6191,168,225988
6192,124,9232
6193,186,190996
6194,186,190996
6195,186,190996
6196,124,9232
6197,124,18592
6198,137,67048
6199,137,67048
6200,155,9232
6201,36,20932
6202,155,9304
6203,93,31408
6204,155,15712
6205,155,18616
6206,93,59668
6207,93,141424
6208,124,9232
6209,155,18628
6210,155,9316
6211,155,27952
6212,124,9232
6213,124,18640
6214,124,13984
6215,62,41956
6216,36,6216
6217,111,59776
6218,36,9328
6219,124,27988
6220,36,7000
6221,36,18664
6222,36,23632
6223,36,63016
6224,124,9232
6225,36,18676
6226,93,95956
6227,93,95956
6228,124,9232
6229,124,18688
6230,62,14020
6231,62,42064
6232,62,6232
6233,62,21040
6234,62,9352
6235,186,269728
6236,62,10528
6237,62,18712
6238,49,31588
6239,49,94768
6240,124,9232
6241,49,23704
6242,62,9364
6243,62,28096
6244,62,6244
6245,62,18736
6246,62,14056
6247,186,144340
6248,124,9232
6249,155,47464
6250,124,9376
6251,111,60100
6252,155,26728
6253,155,26728
6254,155,26728
6255,111,120256
6256,124,9232
6257,124,18772
6258,111,14308
6259,111,28168
6260,124,9232
6261,124,18784
6262,111,15856
6263,111,42280
6264,124,9232
6265,85,67768
6266,124,9400
6267,62,50848
6268,62,23812
6269,62,23812
6270,62,71440
6271,111,214324
6272,31,6272
6273,62,18820
6274,36,9412
6275,36,28240
6276,36,6276
6277,36,18832
6278,36,14128
6279,106,42388
6280,124,9232
6281,62,80512
6282,124,9424
6283,155,28276
6284,124,9232
6285,124,18856
6286,106,21220
6287,106,63664
6288,62,6288
6289,62,18868
6290,62,15928
6291,62,28312
6292,62,6292
6293,62,18880
6294,124,14164
6295,124,42496
6296,62,6296
6297,62,21256
6298,62,9448
6299,62,71764
6300,62,11968
6301,62,18904
6302,62,31912
6303,155,817936
6304,31,6304
6305,62,26944
6306,62,9460
6307,62,28384
6308,93,45520
6309,93,45520
6310,93,45520
6311,106,345544
6312,31,6312
6313,155,182068
6314,31,9472
6315,62,28420
6316,124,9232
6317,124,18952
6318,124,21328
6319,199,129760
6320,80,9232
6321,155,21688
6322,155,21688
6323,155,28456
6324,80,9232
6325,80,18976
6326,54,40552
6327,54,42712
6328,80,9232
6329,155,21688
6330,80,9496
6331,54,32056
6332,168,250504
6333,168,250504
6334,168,250504
6335,155,144340
6336,31,6336
6337,54,19012
6338,54,12040
6339,54,28528
6340,80,9232
6341,80,19024
6342,80,14272
6343,54,42820
6344,80,9232
6345,80,32128
6346,80,9520
6347,36,28564
6348,80,9232
6349,80,19048
6350,199,695464
6351,199,695464
6352,31,6352
6353,54,19060
6354,54,24136
6355,54,28600
6356,31,6356
6357,31,19072
6358,80,14308
6359,80,42928
6360,106,39364
6361,106,39364
6362,106,39364
6363,80,48328
6364,106,39364
6365,106,39364
6366,62,40804
6367,62,96712
6368,124,9232
6369,106,275560
6370,31,9556
6371,31,28672
6372,124,9232
6373,124,19120
6374,124,14344
6375,199,1276936
6376,124,9232
6377,80,48436
6378,124,9568
6379,80,36340
6380,75,8080
6381,75,19144
6382,75,21544
6383,199,6810136
6384,124,9232
6385,124,19156
6386,36,18196
6387,36,28744
6388,124,9232
6389,124,19168
6390,75,16180
6391,75,43144
6392,75,12148
6393,168,24280
6394,75,12148
6395,124,599056
6396,75,36448
6397,75,36448
6398,168,138400
6399,168,328048
6400,31,6400
6401,124,19204
6402,168,17332
6403,168,28816
6404,62,6404
6405,62,19216
6406,62,14416
6407,168,43252
6408,62,6408
6409,124,32452
6410,62,9616
6411,49,28852
6412,62,7216
6413,62,19240
6414,49,21652
6415,49,64960
6416,23,6416
6417,62,19252
6418,75,61720
6419,75,61720
6420,23,6420
6421,23,19264
6422,124,14452
6423,124,43360
6424,23,6424
6425,124,21688
6426,23,9640
6427,75,164752
6428,168,10852
6429,168,19288
6430,168,32560
6431,124,97684
6432,23,6432
6433,62,19300
6434,75,9652
6435,75,28960
6436,75,8152
6437,75,19312
6438,75,14488
6439,168,48904
6440,23,6440
6441,124,73384
6442,23,9664
6443,75,28996
6444,23,7252
6445,23,19336
6446,23,21760
6447,75,65284
6448,23,6448
6449,62,19348
6450,62,13120
6451,62,29032
6452,23,6452
6453,23,19360
6454,106,176740
6455,106,176740
6456,75,39364
6457,168,44224
6458,75,39364
6459,75,39364
6460,75,39364
6461,75,39364
6462,168,209680
6463,168,209680
6464,31,6464
6465,23,19396
6466,168,1276936
6467,168,1276936
6468,49,6468
6469,49,19408
6470,49,14560
6471,168,6810136
6472,49,9232
6473,124,32776
6474,49,9712
6475,49,29140
6476,49,9232
6477,49,19432
6478,124,41524
6479,124,65608
6480,31,6480
6481,168,27700
6482,168,83104
6483,168,83104
6484,31,6484
6485,31,19456
6486,49,14596
6487,49,43792
6488,137,9232
6489,49,21904
6490,137,9736
6491,168,49300
6492,137,10960
6493,137,19480
6494,49,32884
6495,49,98656
6496,44,6496
6497,124,24676
6498,137,9748
6499,137,29248
6500,137,9232
6501,137,19504
6502,137,14632
6503,62,166696
6504,44,6504
6505,137,49408
6506,44,9760
6507,49,29284
6508,75,13912
6509,75,19528
6510,75,21976
6511,75,74176
6512,44,6512
6513,44,19540
6514,49,10996
6515,49,29320
6516,44,6516
6517,44,19552
6518,49,20896
6519,49,44008
6520,137,9232
6521,181,225988
6522,137,9784
6523,199,190996
6524,137,24784
6525,137,24784
6526,75,74356
6527,75,223072
6528,31,6528
6529,168,19588
6530,137,9796
6531,137,29392
6532,137,9232
6533,137,19600
6534,137,14704
6535,137,44116
6536,44,6536
6537,106,59668
6538,44,9808
6539,168,29428
6540,44,7360
6541,44,19624
6542,137,22084
6543,137,66256
6544,44,6544
6545,137,19636
6546,137,16576
6547,137,29464
6548,44,6548
6549,44,19648
6550,137,14740
6551,137,44224
6552,44,6552
6553,137,22120
6554,44,9832
6555,49,74680
6556,106,95956
6557,106,95956
6558,106,95956
6559,49,112084
6560,31,6560
6561,75,19684
6562,75,10528
6563,75,29536
6564,75,12472
6565,75,19696
6566,75,14776
6567,75,49876
6568,31,6568
6569,212,250504
6570,31,9856
6571,62,94768
6572,75,7396
6573,75,19720
6574,75,22192
6575,75,66580
6576,137,9232
6577,137,19732
6578,137,11104
6579,137,29608
6580,137,9232
6581,137,19744
6582,137,25000
6583,137,44440
6584,137,9232
6585,137,22228
6586,137,9880
6587,168,33352
6588,137,18772
6589,137,19768
6590,137,50056
6591,243,975400
6592,93,9232
6593,124,19780
6594,124,42280
6595,124,42280
6596,31,6596
6597,31,19792
6598,31,14848
6599,98,67768
6600,137,9232
6601,75,33424
6602,137,9904
6603,44,29716
6604,137,9232
6605,137,19816
6606,75,37636
6607,75,66904
6608,93,9232
6609,137,19828
6610,49,25108
6611,49,29752
6612,93,9232
6613,93,19840
6614,75,80512
6615,75,80512
6616,44,6616
6617,44,22336
6618,44,9928
6619,137,50272
6620,44,11176
6621,44,19864
6622,168,190996
6623,168,190996
6624,93,9232
6625,75,37744
6626,93,9940
6627,93,29824
6628,75,9448
6629,75,19888
6630,75,14920
6631,137,75544
6632,93,9232
6633,75,56680
6634,93,9952
6635,75,85048
6636,44,8404
6637,44,19912
6638,44,22408
6639,75,127636
6640,137,9232
6641,93,19924
6642,106,45520
6643,106,45520
6644,137,9232
6645,137,19936
6646,119,345544
6647,119,345544
6648,137,18952
6649,168,182068
6650,137,18952
6651,44,37888
6652,75,95956
6653,75,95956
6654,75,170584
6655,168,575728
6656,18,6656
6657,168,21688
6658,93,9988
6659,93,29968
6660,181,250504
6661,181,250504
6662,181,250504
6663,67,44980
6664,31,6664
6665,93,33748
6666,31,10000
6667,181,250504
6668,31,7504
6669,31,20008
6670,181,250504
6671,181,250504
6672,137,9232
6673,31,20020
6674,67,16900
6675,67,30040
6676,137,9232
6677,137,20032
6678,93,15028
6679,93,45088
6680,137,9232
6681,93,22552
6682,137,10024
6683,93,114208
6684,44,11284
6685,44,20056
6686,44,33856
6687,49,101572
6688,44,6688
6689,44,20068
6690,137,10036
6691,137,30112
6692,93,14308
6693,93,20080
6694,93,15064
6695,44,50848
6696,44,6696
6697,93,85840
6698,44,10048
6699,137,30148
6700,137,9232
6701,137,20104
6702,137,22624
6703,93,85912
6704,44,6704
6705,44,20116
6706,44,11320
6707,44,30184
6708,44,6708
6709,44,20128
6710,93,86020
6711,93,86020
6712,88,8080
6713,137,22660
6714,88,10072
6715,137,34000
6716,88,17008
6717,88,20152
6718,137,51028
6719,137,153088
6720,44,6720
6721,44,20164
6722,44,10084
6723,44,30256
6724,44,6724
6725,44,20176
6726,44,15136
6727,49,45412
6728,44,6728
6729,137,34072
6730,44,10096
6731,44,30292
6732,44,7576
6733,44,20200
6734,88,25576
6735,88,68200
6736,44,6736
6737,181,138400
6738,181,138400
6739,181,138400
6740,44,6740
6741,44,20224
6742,75,15172
6743,75,45520
6744,44,6744
6745,75,22768
6746,44,10120
6747,181,57652
6748,44,11392
6749,44,20248
6750,137,34180
6751,137,102544
6752,44,6752
6753,75,25648
6754,36,10132
6755,36,30400
6756,36,6756
6757,36,20272
6758,36,15208
6759,62,115504
6760,44,6760
6761,88,61720
6762,44,10144
6763,36,30436
6764,137,21688
6765,137,21688
6766,137,22840
6767,150,250504
6768,36,6768
6769,44,20308
6770,181,32560
6771,181,32560
6772,36,6772
6773,36,20320
6774,44,17152
6775,44,45736
6776,36,8584
6777,88,38608
6778,36,10168
6779,88,34324
6780,181,48904
6781,181,48904
6782,181,77272
6783,181,260800
6784,18,6784
6785,88,28996
6786,44,10180
6787,44,30544
6788,36,6788
6789,36,20368
6790,36,15280
6791,36,45844
6792,62,9232
6793,75,58048
6794,62,10192
6795,36,30580
6796,62,9232
6797,62,20392
6798,119,176740
6799,119,176740
6800,62,9232
6801,88,39364
6802,88,39364
6803,88,39364
6804,62,9232
6805,62,20416
6806,62,15316
6807,62,45952
6808,62,9232
6809,181,1276936
6810,62,10216
6811,93,314656
6812,62,14560
6813,62,20440
6814,62,34504
6815,181,1276936
6816,18,6816
6817,137,32776
6818,137,41524
6819,137,41524
6820,137,65608
6821,137,65608
6822,137,65608
6823,119,560356
6824,18,6824
6825,119,897856
6826,18,10240
6827,181,83104
6828,150,9232
6829,150,20488
6830,150,23056
6831,44,69172
6832,57,6832
6833,57,20500
6834,57,11536
6835,57,30760
6836,57,6836
6837,57,20512
6838,150,25972
6839,150,46168
6840,57,6840
6841,57,23092
6842,57,10264
6843,137,34648
6844,150,17332
6845,150,20536
6846,150,52000
6847,62,156004
6848,106,9232
6849,57,20548
6850,57,13012
6851,57,30832
6852,31,6852
6853,31,20560
6854,31,15424
6855,88,46276
6856,31,6856
6857,57,34720
6858,31,10288
6859,62,30868
6860,31,7720
6861,31,20584
6862,119,250504
6863,119,250504
6864,106,9232
6865,150,20596
6866,150,26080
6867,150,30904
6868,106,9232
6869,106,20608
6870,150,24784
6871,150,46384
6872,150,9232
6873,31,23200
6874,150,10312
6875,88,223072
6876,150,11608
6877,150,20632
6878,150,39184
6879,150,104488
6880,106,9232
6881,119,58804
6882,106,10324
6883,106,30976
6884,57,6884
6885,57,20656
6886,57,15496
6887,168,8153620
6888,106,9232
6889,181,55888
6890,106,10336
6891,150,39256
6892,57,8728
6893,57,20680
6894,57,23272
6895,88,176740
6896,44,6896
6897,106,20692
6898,150,44224
6899,150,44224
6900,44,6900
6901,44,20704
6902,57,17476
6903,57,46600
6904,44,13120
6905,119,95956
6906,44,13120
6907,119,95956
6908,57,39364
6909,57,39364
6910,57,118096
6911,150,1276936
6912,119,9232
6913,44,20740
6914,44,10372
6915,44,31120
6916,106,9232
6917,106,20752
6918,106,15568
6919,225,250504
6920,150,9232
6921,75,94768
6922,150,10384
6923,88,31156
6924,150,9232
6925,150,20776
6926,106,23380
6927,106,70144
6928,31,6928
6929,150,20788
6930,150,19744
6931,150,31192
6932,31,6932
6933,31,20800
6934,150,15604
6935,150,46816
6936,31,6936
6937,181,33352
6938,31,10408
6939,88,675376
6940,106,11716
6941,106,20824
6942,106,35152
6943,256,975400
6944,31,6944
6945,44,20836
6946,106,10420
6947,106,31264
6948,106,9232
6949,106,20848
6950,106,15640
6951,111,67768
6952,31,6952
6953,88,79216
6954,31,10432
6955,150,31300
6956,57,7828
6957,57,20872
6958,57,23488
6959,88,70468
6960,31,6960
6961,57,20884
6962,57,11752
6963,57,31336
6964,31,6964
6965,31,20896
6966,88,80512
6967,88,80512
6968,181,190996
6969,57,23524
6970,181,190996
6971,57,35296
6972,181,190996
6973,181,190996
6974,132,67048
6975,132,158920
6976,119,9232
6977,31,20932
6978,88,10468
6979,88,31408
6980,150,9232
6981,150,20944
6982,150,15712
6983,88,59668
6984,150,9232
6985,106,35368
6986,150,10480
6987,150,31444
6988,150,9232
6989,150,20968
6990,57,26548
6991,57,70792
6992,119,9232
6993,106,20980
6994,106,59776
6995,106,59776
6996,119,9232
6997,119,20992
6998,132,345544
6999,132,345544
7000,31,7000
7001,31,23632
7002,31,10504
7003,150,53188
7004,31,11824
7005,31,21016
7006,88,95956
7007,88,106432
7008,57,7008
7009,181,575728
7010,57,10516
7011,57,31552
7012,57,7012
7013,57,21040
7014,57,15784
7015,181,269728
7016,57,7016
7017,194,250504
7018,57,10528
7019,44,31588
7020,44,13336
7021,44,21064
7022,44,23704
7023,194,250504
7024,57,7024
7025,57,21076
7026,57,11860
7027,57,31624
7028,57,7028
7029,57,21088
7030,150,17800
7031,150,47464
7032,150,10024
7033,106,60100
7034,150,10552
7035,106,45088
7036,150,26728
7037,150,26728
7038,80,202984
7039,80,240568
7040,119,9232
7041,57,33856
7042,106,14308
7043,106,31696
7044,106,15064
7045,106,21136
7046,106,15856
7047,106,47572
7048,119,9232
7049,80,67768
7050,119,10576
7051,57,50848
7052,119,9232
7053,119,21160
7054,57,23812
7055,57,71440
7056,31,7056
7057,57,21172
7058,57,17872
7059,57,31768
7060,31,7060
7061,31,21184
7062,101,15892
7063,101,47680
7064,31,7064
7065,101,23848
7066,31,10600
7067,57,80512
7068,150,22660
7069,150,22660
7070,150,35800
7071,57,120832
7072,119,9232
7073,101,21220
7074,31,10612
7075,31,31840
7076,57,13444
7077,57,21232
7078,57,15928
7079,101,53764
7080,119,9232
7081,101,121012
7082,119,10624
7083,57,31876
7084,57,10096
7085,57,21256
7086,57,23920
7087,57,71764
7088,57,7088
7089,57,21268
7090,57,11968
7091,57,31912
7092,57,7092
7093,57,21280
7094,57,26944
7095,57,47896
7096,57,7096
7097,57,23956
7098,57,10648
7099,57,35944
7100,88,45520
7101,88,45520
7102,88,53944
7103,150,182068
7104,75,9232
7105,57,21316
7106,57,20248
7107,57,31984
7108,119,9232
7109,119,21328
7110,119,16000
7111,150,102544
7112,150,21688
7113,49,36016
7114,150,21688
7115,57,32020
7116,150,21688
7117,150,21688
7118,49,40552
7119,49,72088
7120,75,9232
7121,150,21688
7122,49,30436
7123,49,32056
7124,75,9232
7125,75,21376
7126,163,250504
7127,163,250504
7128,49,8584
7129,119,24064
7130,49,10696
7131,194,54160
7132,49,12040
7133,49,21400
7134,194,146500
7135,194,146500
7136,75,9232
7137,49,40660
7138,75,10708
7139,75,32128
7140,31,7140
7141,31,21424
7142,31,16072
7143,194,81376
7144,75,9232
7145,194,695464
7146,75,10720
7147,101,61072
7148,49,15280
7149,49,21448
7150,49,24136
7151,101,122200
7152,101,39364
